userid;wid;date;weight;female;educ;age;hispanic;black;couple;num_kids;owner;inflation;house_price_change;prob_stocks_up;num_lit_q1;num_lit_q1_correct;num_lit_q2;num_lit_q2_correct;num_lit_q3;num_lit_q3_correct;num_lit_q5;num_lit_q5_correct;num_lit_q6;num_lit_q6_correct;num_lit_q8;num_lit_q8_correct;num_lit_q9;num_lit_q9_correct
70103997;202002;2020-02-05;0.8;0.0;4.0;65.0;0.0;0.0;1.0;0.0;;-2.0;-5.0;16.0;;;;;;;;;;;;;;
70104034;202002;2020-02-19;0.7;0.0;3.0;70.0;0.0;0.0;1.0;0.0;;3.0;10.0;50.0;;;;;;;;;;;;;;
70104063;202002;2020-02-05;2.5;0.0;2.0;46.0;0.0;0.0;1.0;2.0;;3.0;4.0;32.0;;;;;;;;;;;;;;
70104074;202002;2020-02-18;0.6;0.0;4.0;70.0;0.0;0.0;1.0;0.0;;1.0;2.0;4.0;;;;;;;;;;;;;;
70104078;202002;2020-02-07;0.9;1.0;4.0;32.0;0.0;0.0;1.0;2.0;;3.0;5.0;20.0;;;;;;;;;;;;;;
70104094;202002;2020-02-15;0.9;0.0;3.0;60.0;0.0;0.0;1.0;0.0;;2.0;-1.0;30.0;;;;;;;;;;;;;;
70104176;202002;2020-02-16;0.7;0.0;4.0;38.0;1.0;0.0;1.0;3.0;;2.0;4.0;100.0;;;;;;;;;;;;;;
70104193;202002;2020-02-11;0.7;0.0;4.0;67.0;0.0;0.0;0.0;0.0;;5.0;4.0;2.0;;;;;;;;;;;;;;
70104281;202002;2020-02-18;0.9;1.0;3.0;75.0;0.0;0.0;1.0;0.0;;10.0;10.0;31.0;;;;;;;;;;;;;;
70104323;202002;2020-02-05;0.6;0.0;4.0;33.0;0.0;0.0;1.0;0.0;;3.0;3.0;60.0;;;;;;;;;;;;;;
70104324;202002;2020-02-21;0.4;1.0;4.0;56.0;0.0;0.0;0.0;0.0;;20.0;-5.0;31.0;;;;;;;;;;;;;;
70104338;202002;2020-02-12;0.9;0.0;3.0;56.0;0.0;0.0;1.0;0.0;;3.0;4.0;60.0;;;;;;;;;;;;;;
70104344;202002;2020-02-23;0.6;0.0;4.0;36.0;0.0;0.0;1.0;2.0;;1.0;2.0;48.0;;;;;;;;;;;;;;
70104396;202002;2020-02-11;1.1;1.0;3.0;34.0;1.0;0.0;0.0;0.0;;-6.0;6.0;10.0;;;;;;;;;;;;;;
